arquivo,estilo_real,estilo_llm,justificativa,elementos
sertanejo_Coração em Pedaços (1).mp3,sertanejo,sertanejo,"A canção apresenta uma balada romântica com vocal masculino, acompanhamento proeminente de violão e um acordeão marcante, características fortes do estilo sertanejo, especialmente em sua vertente romântica.","voz masculina, violão, acordeão (sanfona), contrabaixo, bateria (percussão leve), melodia melancólica, ritmo de balada"
rap_Sobrevivente da Rua.mp3,rap,rap,"A música apresenta um vocal de rap com fluxo e cadência característicos do gênero, acompanhado por uma batida de hip-hop com bateria proeminente e linhas de baixo marcantes. Há também samples de cordas que adicionam uma atmosfera urbana e introspectiva, complementando as letras que abordam temas sociais e vivências da 'selva de concreto'.","vocal de rap, batida de hip-hop, linha de baixo proeminente, samples de cordas atmosféricas, letras com temática urbana e social"
funk_Bateu no TikTok (1).mp3,funk,funk,"A música apresenta uma batida eletrônica pulsante e repetitiva, característica do funk brasileiro, com um baixo pesado e sintetizadores que criam melodias cativantes. A voz é processada e o ritmo é claramente voltado para a dança, com referências diretas a bailes e redes sociais (TikTok).","batida eletrônica forte e dançante, baixo eletrônico proeminente, sintetizadores com melodias repetitivas, voz masculina com autotune, samples e ad-libs vocais, ritmo acelerado e contagiante"
funk_Bate Rebola Viral (1).mp3,funk,funk,"A música apresenta uma batida eletrônica pesada e repetitiva, com uma linha de baixo proeminente e sintetizadores. Os vocais femininos combinam canto e rap, com letras que incentivam a dança e o movimento, características marcantes do funk brasileiro, especialmente o Funk Carioca.","batida eletrônica pesada e marcada, linha de baixo proeminente, vocais femininos com canto e rap, sintetizadores, ritmo acelerado e dançante"
rap_Ritmo da Luta (1).mp3,rap,rap,"A música apresenta um vocal masculino em formato de spoken word com rimas, característico do rap, sobre uma batida de hip-hop com piano, baixo e pads de sintetizador. A 'vibe' é reflexiva e urbana, alinhada com o gênero.","Voz masculina, Rap (spoken word), Batida de hip-hop, Piano, Baixo, Pads de sintetizador"
sertanejo_2DeQueméaCulpa_(SertanejoOrgânico)_FULL_SONG_MusicGPT.mp3,sertanejo,mpb,"A música apresenta uma melodia suave e emotiva, com arranjo predominantemente acústico, liderado por violão e voz masculina. A letra romântica e a atmosfera introspectiva, aliada a uma instrumentação harmoniosa com elementos de balada, são características marcantes do gênero MPB.","violão acústico, voz masculina (cantor solo), baixo elétrico, bateria com ritmo suave/shuffle, guitarra elétrica (harmonias e frases), teclado/órgão (bases harmônicas), melodia expressiva e romântica"
sertanejo_Noite de Rodeio.mp3,sertanejo,forró,"A música apresenta um ritmo animado e dançante, com a sanfona (acordeon) como instrumento melódico principal. A percussão inclui elementos característicos como o som de zabumba e triângulo, criando uma atmosfera festiva e típica das festas juninas e bailes populares. Embora a letra mencione temas de rodeio e vida rural, a estrutura musical e a instrumentação são inconfundivelmente de forró.","sanfona (acordeon), violão (guitarra acústica), baixo, bateria/percussão (com sons de zabumba e triângulo), voz masculina, ritmo animado e dançante"
funk_Bate com Vontade.mp3,funk,funk,"A música apresenta um ritmo eletrônico forte e repetitivo, com uma linha de baixo sintética proeminente e vocalizações energéticas. A ""vibe"" é dançante e urbana, com elementos que remetem ao funk carioca, e as letras explicitamente mencionam 'Funk que vira', confirmando o gênero.","batida eletrônica marcante, linha de baixo sintética pesada, vocais femininos em português, sintetizadores e efeitos eletrônicos, vocais 'Oh yeah' e 'Uh uh uh' repetitivos"
funk_Balanço do Baile (1).mp3,funk,funk,"A música apresenta uma batida eletrônica forte e repetitiva, com um ritmo pulsante e uma linha de baixo proeminente, características marcantes do funk brasileiro. Os vocais em português, o flow e a temática de 'baile' e dança, explicitamente mencionados na letra ('Funk domina'), reforçam a identificação com o gênero.","batida eletrônica marcada e repetitiva, linha de baixo pesada e pulsante, sintetizadores, vocais masculinos em português com flow característico do funk, efeitos sonoros como sirenes e 'scratches' vocais, letras que remetem a festas e dança (baile)"
rap_Ritmo de Confronto.mp3,rap,rap,"A música apresenta uma batida forte e cadenciada, com uma linha de baixo marcante e vocais em estilo de spoken word (rap), que narram uma história com temática social, características inerentes ao gênero rap. A sonoridade é urbana e o ritmo é constante e propulsor.","batida de hip-hop/rap, linha de baixo proeminente, vocais em rap (spoken word), sintetizadores/pads atmosféricos"
rap_Ritmo de Confronto (1).mp3,rap,rap,"A música apresenta vocais de rap distintos com um fluxo rítmico, acompanhados por uma batida de hip-hop clara, que inclui bateria eletrônica e uma linha de baixo proeminente, além de um sample melódico marcante. Esses elementos são fundamentais e característicos do gênero rap.","voz masculina (rapping), bateria eletrônica, linha de baixo sintética, melodia de sintetizador/sample (flauta ou instrumento de sopro de timbre agudo)"
sertanejo_Pensamentos na Madrugada (2).mp3,sertanejo,mpb,"A canção apresenta um vocal masculino melancólico acompanhado predominantemente por violão acústico, com uma temática lírica introspectiva. Essa abordagem acústica e balada, juntamente com as letras em português e a entrega emocional, alinha-se bem com as características da MPB.","violão acústico, voz masculina, melodia introspectiva, ritmo lento, harmonia suave"
funk_Dança do Groove Viral (1).mp3,funk,funk,"A faixa apresenta uma batida eletrônica marcante e dançante, com um groove de baixo proeminente e uso de sintetizadores. Os vocais em estilo rap/falado, combinados com a energia e o ritmo contagiante, são características centrais do funk moderno e suas vertentes pop, como indicado pela menção a 'dansa do groove'.","batida eletrônica, baixo marcante, sintetizadores, vocais em estilo rap, groove dançante"
funk_Bate Até o Chão.mp3,funk,axé,"A música possui um ritmo rápido e contagiante, com uma batida eletrônica proeminente e uma linha de baixo marcante, incentivando a dança. A sonoridade alegre e festiva, juntamente com o refrão que menciona ""bate até o chão"" e ""rebola devagar"", são características claras do axé, gênero conhecido por seu caráter carnavalesco e dançante.","bateria eletrônica (kick, snare, hi-hats), linha de baixo eletrônica e proeminente, sintetizadores (melodia e acordes), vocais masculinos (cantado e falado/semi-rap), ritmo acelerado e sincopado, atmosfera de festa/balada"
rap_Sobrevivente da Rua (1).mp3,rap,rap,"A música apresenta vocais com ritmo falado (rapping), uma batida forte e constante característica do hip-hop, e uma atmosfera urbana com letras que narram a realidade das ruas e favelas, elementos centrais do estilo rap.","Vocais de rap (ritmo falado), Batida de hip-hop, Linha de baixo proeminente, Sintetizadores com melodia rítmica, Vibe urbana e narrativa"
sertanejo_Noite de Lua Clara (1).mp3,sertanejo,mpb,"A música apresenta uma melodia suave e emotiva, com arranjos predominantemente acústicos, incluindo violão e um vocal masculino expressivo em português. A sonoridade introspectiva e a construção harmônica sofisticada são características marcantes da MPB, especialmente em baladas.","violão acústico, voz masculina, baixo suave, bateria leve (com pratos e pincéis), cordas sutis, ritmo de balada"
funk_Bate Rebola Viral.mp3,funk,funk,"A música apresenta um beat eletrônico marcante com um baixo sintetizado pesado e repetitivo, característicos do gênero. A vocalização feminina é rítmica e quase falada (rapping), e a atmosfera geral é energética e voltada para a dança, com elementos que remetem ao baile e à cultura urbana brasileira.","Batida eletrônica pesada e constante, Baixo sintetizado profundo (sub-bass), Vocal feminino com cadência rítmica e falada, Sintetizadores com melodias e pads, Efeitos de scratching"
sertanejo_Coração Partido.mp3,sertanejo,sertanejo,"A música apresenta uma melodia marcante com violão acústico, gaita (harmônica) e sanfona, combinados com uma voz feminina melancólica e letras que abordam temas de perda e saudade. Esses elementos são característicos do estilo sertanejo, especialmente das vertentes mais tradicionais ou do 'modão'.","violão acústico, gaita (harmônica), sanfona, voz feminina, percussão leve"
rap_Som da Favela.mp3,rap,rap,"A música é claramente dominada por vocais de rap masculinos, entregues com um fluxo rítmico e direto. A batida forte e constante, com um baixo pulsante e uma guitarra elétrica com um riff funky característico, são elementos fundamentais da produção de hip-hop e rap. Há também vocais de apoio em coro que reforçam o refrão, um elemento comum no gênero.","Vocais de rap (masculinos), Bateria com batida forte e marcada, Baixo elétrico pulsante, Guitarra elétrica com riff funk, Vocais de apoio em coro"
sertanejo_Coração Partiu.mp3,sertanejo,sertanejo,"A música apresenta uma melodia marcante com violão acústico em evidência, acompanhada por uma voz masculina emotiva e uma base rítmica suave, características do sertanejo romântico brasileiro, com um ""feeling"" de 'modão' ou 'sofrência'.","violão acústico, vocal masculino, baixo, bateria, teclado/piano"
rap_Sonho na Metrópole (1).mp3,rap,rap,"A música apresenta um ritmo marcado por batidas eletrônicas fortes e um baixo proeminente, típicos do hip-hop. A principal característica é a vocalização em forma de rap, com letras que abordam temas urbanos, resiliência e superação, elementos centrais do gênero.","batida de drum machine, baixo profundo (808), sintetizadores atmosféricos, vocalização em rap, letras com temática urbana e social"
rap_Sonho na Metrópole.mp3,rap,rap,"A música apresenta vocalização em rap com uma batida eletrônica proeminente, linha de baixo marcante e sintetizadores melódicos. A cadência das rimas e a instrumentação são características inconfundíveis do gênero rap.","Vocalização em rap (flow e ritmo), Batida eletrônica de hip-hop (kick, snare, hi-hats), Linha de baixo sintetizada e marcante, Sintetizadores com melodias e pads atmosféricos, Sample vocal distorcido/melancólico na introdução"
rap_Som da Favela (1).mp3,rap,rap,"A música apresenta um vocal principal em rap com letras que abordam a realidade urbana e social, acompanhado por uma batida característica do hip-hop e elementos melódicos de guitarra e vocais femininos que reforçam a sonoridade do gênero.","vocal rap masculino, batida de hip-hop, baixo marcante, guitarra elétrica melódica, vocais femininos de apoio com um toque soul/R&B"
