ano,artista,faixa,genero1,id,arquivo,status,fechado_estilo,fechado_confianca,fechado_justificativa,tempo_fechado,aberto_estilo,aberto_subgeneros,aberto_confianca,aberto_justificativa,tempo_aberto
2024,NX Zero,Cedo ou tarde,rock,216,216_NX Zero - Cedo Ou Tarde.mp3,ok,rock,95.0,"A faixa apresenta instrumentação característica do rock, com guitarras elétricas, baixo e bateria, além de uma estrutura melódica e vocal típica do pop-rock brasileiro dos anos 2000.",35.2742486000061,Pop Rock,"Emo, Rock Alternativo, Post-Hardcore Melódico",100.0,"A faixa apresenta uma estrutura clássica de canção pop (verso-refrão), com instrumentação baseada em guitarras elétricas que alternam entre timbres limpos e distorções saturadas. A performance vocal é melódica e expressiva, característica do movimento Emo brasileiro dos anos 2000. A produção é polida, focada em ganchos melódicos e uma seção rítmica sólida e direta.",34.39866542816162
2006,Los Hermanos,Ana Julia,rock,220,220_Los Hermanos - Anna Júlia.mp3,ok,rock,100.0,"A faixa apresenta instrumentação clássica do gênero, com guitarras distorcidas, bateria energética, solo instrumental e estrutura melódica típica do pop-rock.",12.736810445785522,Pop Rock,"Power Pop, Ska-Pop, Rock Alternativo",100.0,"A faixa apresenta uma estrutura clássica de canção pop com foco em ganchos melódicos e um refrão altamente memorável. Tecnicamente, caracteriza-se pelo uso de guitarras distorcidas mas melódicas, uma seção rítmica pulsante em 4/4 e uma progressão harmônica direta. A influência do Ska-Pop é notada na acentuação rítmica de certos compassos, enquanto a estética geral e a entrega vocal são pilares do Power Pop brasileiro do final da década de 90.",24.81568431854248
1957,Oasis,Wonderwall - Remastered,rock,149,149_Oasis - Wonderwall - Remastered.mp3,ok,rock,100.0,"A faixa apresenta instrumentação clássica do gênero, com destaque para o violão e guitarras, além de uma estrutura harmônica e melódica característica do rock alternativo dos anos 90.",43.48813605308533,Britpop,"Rock Alternativo, Indie Rock, Pop Rock, Jangle Pop",100.0,"A faixa apresenta as características definidoras do Britpop dos anos 90: instrumentação centrada em violão acústico e guitarras elétricas melódicas, vocais com sotaque britânico pronunciado e uma estrutura harmônica hínica e acessível. A progressão de acordes e a melodia são típicas do movimento que revitalizou o rock de guitarras no Reino Unido, focando em composições pop com sensibilidade indie.",43.874356269836426
2017,"Mc Negão Original, DJ Guh Mix, DJ Japa NK",Medley de Igaratá 3,funk,60,60_MEDLEY DE IGARATÁ 3 - MC Negão Original (DJ Guh Mix e DJ Japa NK)(MP3_160K).mp3,ok,funk,100.0,"A faixa apresenta a batida característica do 'tamborzão', vocais rítmicos de MCs e letras com temáticas de festas e sexualidade, elementos centrais do funk carioca.",41.295287132263184,Funk Brasileiro,"Funk de Fluxo, Funk Putaria, Mandelão, Medley",98.0,"A faixa é um exemplo típico do funk paulista contemporâneo, estruturada como um 'medley' que intercala diferentes vocais sobre uma base rítmica constante. Tecnicamente, apresenta o compasso 4/4 com batidas sincopadas derivadas do Miami Bass, mas com a estética do 'Mandelão', caracterizada por graves (kick/808) extremamente distorcidos e agressivos. A lírica é explicitamente voltada para o subgênero 'putaria', com referências diretas a atos sexuais e ao ambiente de festas de rua (fluxos).",45.53310465812683
1999,"Mc Lele JP, MC Marks, MC Leozinho ZS, MC Joãozinho VT",Eu sou Cantor Não Sou Bandido,funk,52,52_Eu Sou Cantor Não Sou Bandido - MC Leozinho ZS_  Mc Lele JP_ MC Joãozinho VT_ MC Marks(MP3_160K).mp3,ok,funk,95.0,"A faixa apresenta a batida característica do funk brasileiro, com elementos eletrônicos e um fluxo vocal rítmico típico do gênero.",46.41136121749878,Funk Brasileiro,"Trap Funk, Funk Ostentação, Pop Urbano, Hip Hop",98.0,"A faixa apresenta uma fusão contemporânea entre o Funk Carioca e o Trap, caracterizada pelo uso de graves profundos (808s), hi-hats em subdivisões rápidas e uma cadência vocal que alterna entre o rap e o canto melódico. A temática lírica aborda ascensão social e o cotidiano urbano, elementos centrais do Funk Ostentação, com uma produção polida voltada para o Pop Urbano.",84.22227382659912
1994,Nitro,Joga essa bola,rock,214,214_Nitro - Joga Essa Bola.mp3,ok,rock,100.0,"A faixa apresenta elementos fundamentais do rock, como guitarras elétricas distorcidas, uma seção rítmica de baixo e bateria com acentuação típica do gênero, além de uma interpretação vocal enérgica característica do rock nacional.",36.76077365875244,Nu Metal,"Alternative Metal, Rap Metal, Groove Metal, Rock Brasileiro",95.0,"A faixa apresenta elementos fundamentais do Nu Metal, como guitarras com afinação baixa e alto ganho, riffs sincopados e uma dinâmica vocal que alterna entre o melódico e o rítmico (quase declamado). A estrutura rítmica é densa, com forte presença de bumbo e baixo, característica do Groove Metal. A produção moderna e a temática energética, aliadas à lírica em português, inserem a obra no contexto do rock alternativo brasileiro contemporâneo.",50.36444163322449
2024,Delacruz,A meta é ficar bem,hip-hop,209,"209_Delacruz, Camila Zasoul - A Meta É Ficar Bem.mp3",ok,mpb,95.0,"A faixa apresenta harmonias sofisticadas e uma fusão de elementos do jazz e soul com a rítmica brasileira, características marcantes da MPB contemporânea. A produção foca na interpretação vocal melódica e em letras poéticas.",51.371747970581055,MPB,"Bossa Nova, Pop, Hip-Hop, Lo-fi",95.0,"A faixa apresenta uma fusão característica da MPB contemporânea, unindo a harmonia sofisticada e o dedilhado sincopado da Bossa Nova com uma métrica vocal inspirada no Hip-Hop. A produção limpa e o uso de instrumentos acústicos em conjunto com uma batida suave conferem uma estética próxima ao Pop e ao Lo-fi brasileiro.",69.25300288200378
2022,Gloria Groove,Da braba,funk,59,59_DA BRABA - LUDMILLA_ GLORIA GROOVE E MC GW(MP3_160K).mp3,ok,funk,95.0,"A faixa apresenta a batida característica do funk brasileiro, com ritmos sincopados, uso de samples eletrônicos e uma entrega vocal rítmica e repetitiva, típica do gênero.",52.01355004310608,Funk Brasileiro,"Funk Carioca, Funk Mandelão, Eletrofunk, Pop Funk",98.0,"A faixa é estruturada sobre a rítmica sincopada característica do funk brasileiro, com forte presença de graves (sub-bass) e batidas eletrônicas agressivas. A produção utiliza sintetizadores e efeitos de modulação vocal típicos do Eletrofunk, enquanto a entrega vocal dos MCs segue o 'flow' percussivo do Funk Carioca contemporâneo. A estrutura de arranjo e a mixagem polida também a aproximam de uma vertente mais comercial e dançante, comumente classificada como Pop Funk.",51.98970699310303
2017,Dominguinhos,ISSO AQUI TA BOM DEMAIS,forró,63,63_Dominguinhos - _Isso Aqui Tá Bom Demais_ (Festa Junina Por Dominguinhos Vol. 2 - 2014)(MP3_160K).mp3,ok,forró,100.0,"Presença marcante de sanfona, triângulo e zabumba, com ritmo característico de baião/xote e melodia icônica do gênero.",42.73313593864441,Forró,"Arrasta-pé, Baião, Forró Universitário",100.0,"A composição apresenta a instrumentação canônica do gênero: sanfona, triângulo e zabumba. O andamento acelerado e a rítmica binária acentuada caracterizam o subgênero 'arrasta-pé'. A estrutura vocal utiliza o recurso de chamada e resposta, típico das festas juninas brasileiras. A clareza da produção e o timbre vocal sugerem uma abordagem do Forró Universitário, que mescla a tradição nordestina com elementos da música pop urbana.",37.915029525756836
2021,"Sevdaliza, Pabllo Vittar, Yseult",Alibi (with Pabllo Vittar & Yseult),pop,156,"156_Sevdaliza, Pabllo Vittar, Yseult - Alibi (with Pabllo Vittar & Yseult).mp3",ok,pop,90.0,"A faixa apresenta uma produção eletrônica polida, com elementos de dance-pop e mashup de diferentes idiomas, característica marcante do gênero pop contemporâneo.",27.976686716079712,Art Pop / Experimental Pop,"Funk Carioca, Dark Pop, Operatic Pop, French Pop, Industrial Pop",92.0,"A faixa é uma composição híbrida e maximalista que funde diversas tradições musicais. Apresenta uma base rítmica inspirada no Funk Carioca (notadamente pelo uso de samples e o 'beat' característico), mas a sobrepõe com harmonias de Dark Pop e uma performance vocal que transita entre o teatral/operístico e o pop contemporâneo. A alternância linguística (Português, Inglês e Francês) e a produção densa com texturas industriais reforçam sua classificação como Art Pop experimental.",22.011133909225464
2024,Cazuza,Exagerado,rock,215,215_Cazuza - Exagerado.mp3,ok,rock,100.0,"A faixa apresenta instrumentação característica do rock, com guitarras elétricas distorcidas, bateria com acentuação rítmica típica do gênero e uma interpretação vocal expressiva e enérgica, inserindo-se no movimento do rock brasileiro dos anos 80.",46.62618017196655,Rock Brasil,"Pop Rock, New Wave, BRock",100.0,"A faixa é um exemplo icônico do movimento Rock Brasil (BRock) dos anos 80. Apresenta uma instrumentação clássica de rock com guitarras elétricas, baixo e bateria, mas com uma sensibilidade pop na estrutura melódica e no refrão. A produção reflete a estética New Wave da época, com timbres de guitarra e sintetizadores característicos. A interpretação vocal é intensa e poética, marcando a transição entre a rebeldia do rock e a tradição lírica da MPB.",40.25865411758423
2018,"Luisa sonza, Emília",bunda,pop,151,"151_Emilia, Luísa Sonza - bunda 🍑.mp3",ok,funk,95.0,"A faixa é construída sobre a célula rítmica do 'tamborzão', com batidas sincopadas e graves acentuados característicos do funk brasileiro, apresentando uma produção eletrônica voltada para a dança e o ambiente de bailes.",35.489389181137085,Funk Carioca,"Latin Pop, Reggaeton, Pop-Funk, Crossover",95.0,"A faixa é estruturada sobre a célula rítmica do 'tamborzão', característica fundamental do Funk Carioca. A produção incorpora elementos do Pop Latino e Reggaeton, evidenciados pelo uso de sintetizadores polidos e pela alternância lírica entre português e espanhol. A composição foca em ganchos melódicos acessíveis e uma mixagem voltada para clubes, configurando um estilo de 'Funk de exportação' ou Pop-Funk contemporâneo.",50.59649705886841
2023,"ROSÉ, Bruno Mars",APT.,pop,155,"155_ROSÉ, Bruno Mars - APT..mp3",ok,pop,100.0,"Produção eletrônica de alta energia, estrutura baseada em refrão chiclete (hook) e vocais polidos voltados ao mercado mainstream global.",35.285850524902344,K-Pop,"Dance-Pop, Synth-Pop, Funk-Pop, Pop-Rock",95.0,"A faixa apresenta uma fusão energética de elementos do pop coreano com o pop ocidental contemporâneo. Caracteriza-se por um ritmo acelerado, ganchos melódicos cativantes e uma produção polida que utiliza sintetizadores, guitarras rítmicas e uma linha de baixo pulsante. A estrutura incorpora um canto rítmico baseado em um jogo social coreano ('Apateu'), mesclando influências do dance-pop e funk-pop com uma estética sonora moderna e global.",27.854905366897583
2003,Queen,Another One Bites The Dust - Remastered 2011,rock,150,150_Queen - Another One Bites The Dust - Remastered 2011.mp3,ok,rock,100.0,"A faixa apresenta instrumentação clássica do rock, com destaque para a linha de baixo icônica, guitarras elétricas e vocais enérgicos com timbre característico do gênero.",42.449071645736694,Rock,"Funk Rock, Hard Rock, Dance-Rock",95.0,"A faixa é caracterizada por uma linha de baixo proeminente e sincopada, típica do funk, fundida com a instrumentação e atitude do rock. A presença de guitarras distorcidas, vocais enérgicos e uma batida 4/4 constante com ênfase no backbeat define a sonoridade híbrida entre o rock e o funk, com elementos de dance-rock devido ao seu ritmo dançante.",49.279133319854736
2017,Léo Foguete,Última Noite - Solo,forró,61,61_Última Noite - Léo Foguete(MP3_160K).mp3,ok,pagode,100.0,"A instrumentação é centrada no cavaquinho e percussão característica (pandeiro, surdo), com ritmo sincopado e harmonia típica do samba/pagode contemporâneo.",48.41791868209839,Pagode,"Pagode Romântico, Pop-Pagode, Samba-Pop",95.0,"A faixa é estruturada sobre a rítmica sincopada do samba, mas com uma produção polida e arranjos típicos do mercado pop brasileiro. A harmonia utiliza progressões de acordes com extensões (7ªs e 9ªs) características do gênero, enquanto a interpretação vocal e a instrumentação (violão de nylon e percussão leve) reforçam a identidade do pagode contemporâneo voltado para o rádio.",51.88438391685486
2023,Raul Seixas,Metamorfose ambulante,rock,213,213_Raul Seixas - Metamorfose Ambulante.mp3,ok,rock,100.0,"A canção apresenta instrumentação característica do rock, como guitarras elétricas e bateria, além de uma estrutura composicional e interpretação vocal típicas do rock brasileiro dos anos 70, gênero do qual Raul Seixas é um dos maiores expoentes.",55.82230615615845,Rock Brasileiro,"Pop Rock, Rock Alternativo, MPB",100.0,"A faixa apresenta uma instrumentação clássica de rock, composta por guitarras (acústica e elétrica), baixo e bateria, com uma estrutura de canção pop-rock. A melodia vocal é expressiva e centrada na lírica, característica do movimento de rock nacional. O uso de guitarras limpas intercaladas com momentos de maior intensidade rítmica e a progressão harmônica direta reforçam a classificação. A composição é uma reinterpretação de um clássico de Raul Seixas, situando a obra no cruzamento entre o rock e a MPB.",50.49699807167053
2018,Anitta,Boys dont cry,pop,157,157_Anitta - Boys Don_t Cry.mp3,ok,pop,100.0,"A faixa apresenta produção polida com elementos eletrônicos, ganchos melódicos marcantes e estrutura rítmica 4/4 dançante, características centrais do gênero pop contemporâneo.",31.26857042312622,Pop,"Synth-pop, Electropop, Dance-pop, Indie Pop",95.0,"A faixa apresenta uma estrutura de composição pop convencional, centrada em ganchos melódicos (hooks) e um refrão de alta memorabilidade. Tecnicamente, a produção utiliza uma fusão de timbres sintéticos (sintetizadores e baterias eletrônicas processadas) com elementos orgânicos, como guitarras elétricas rítmicas, típicas do Indie Pop. A mixagem é polida, com compressão acentuada e camadas vocais harmonizadas, características fundamentais do som comercial contemporâneo.",28.96900177001953
